Time,Min,Max
20170130 064300,"1,25219","1,25222"
20170130 064400,"1,25213","1,2522"
20170130 064500,"1,25213","1,25213"
20170130 064600,"1,25171","1,25171"
20170130 064700,"1,25146","1,25174"
20170130 064800,"1,25175","1,25214"
20170130 064900,"1,25208","1,25214"
20170130 065000,"1,25209","1,25209"
20170130 065100,"1,25184","1,25184"
20170130 065200,"1,25145","1,25147"
20170130 065300,"1,25145","1,25154"
20170130 065400,"1,2516","1,25185"
20170130 065500,"1,25123","1,25164"
20170130 065600,"1,25158","1,25174"
20170130 065700,"1,2516","1,25182"
20170130 065800,"1,25172","1,25191"
20170130 065900,"1,25191","1,25223"
20170130 070000,"1,25181","1,25204"
20170130 070100,"1,25191","1,2521"
20170130 070200,"1,25201","1,25221"
20170130 070300,"1,25222","1,25222"
20170130 070400,"1,25211","1,25211"
20170130 070500,"1,25196","1,25201"
20170130 070600,"1,25178","1,25202"
20170130 070700,"1,25183","1,25183"
20170130 070800,"1,25131","1,25166"
20170130 070900,"1,2505","1,25052"
20170130 071000,"1,25009","1,25045"
20170130 071100,"1,25026","1,25054"
20170130 071200,"1,25021","1,25024"
20170130 071300,"1,24952","1,24995"
20170130 071400,"1,24995","1,25008"
20170130 071500,"1,24985","1,24985"
20170130 071600,"1,24923","1,24989"
20170130 071700,"1,24976","1,25014"
20170130 071800,"1,2501","1,25045"
20170130 071900,"1,2502","1,25032"
20170130 072000,"1,25021","1,25021"
20170130 072100,"1,25005","1,25005"
20170130 072200,"1,24979","1,25002"
20170130 072300,"1,25002","1,25024"
20170130 072400,"1,25015","1,25047"
20170130 072500,"1,25006","1,25011"
20170130 072600,"1,25001","1,25001"
20170130 072700,"1,24978","1,25023"
20170130 072800,"1,25031","1,25046"
20170130 072900,"1,25002","1,25034"
20170130 073000,"1,25034","1,25034"
20170130 073100,"1,25038","1,25086"
20170130 073200,"1,25084","1,25086"
20170130 073300,"1,25005","1,25063"
20170130 073400,"1,25064","1,25064"
20170130 073500,"1,25027","1,25075"
20170130 073600,"1,25068","1,25082"
20170130 073700,"1,25023","1,25046"
20170130 073800,"1,25052","1,25085"
20170130 073900,"1,25081","1,25105"
20170130 074000,"1,25065","1,25069"
20170130 074100,"1,25026","1,2503"
20170130 074200,"1,25022","1,25042"
20170130 074300,"1,25035","1,25035"
20170130 074400,"1,25007","1,25044"
20170130 074500,"1,25042","1,25064"
20170130 074600,"1,25052","1,25098"
20170130 074700,"1,2509","1,25106"
20170130 074800,"1,25102","1,25112"
20170130 074900,"1,251","1,25123"
20170130 075000,"1,25122","1,25125"
20170130 075100,"1,25085","1,25138"
20170130 075200,"1,25133","1,25141"
20170130 075300,"1,25111","1,25111"
20170130 075400,"1,25095","1,25102"
20170130 075500,"1,25095","1,25156"
20170130 075600,"1,25114","1,25114"
20170130 075700,"1,25093","1,25113"
20170130 075800,"1,25093","1,25101"
20170130 075900,"1,25071","1,25095"
20170130 080000,"1,25072","1,25106"
20170130 080100,"1,25083","1,25083"
20170130 080200,"1,25062","1,25105"
20170130 080300,"1,251","1,25133"
20170130 080400,"1,25125","1,25134"
20170130 080500,"1,25115","1,25116"
20170130 080600,"1,25063","1,25079"
20170130 080700,"1,2503","1,25045"
20170130 080800,"1,25029","1,25029"
20170130 080900,"1,25013","1,25021"
20170130 081000,"1,25","1,25045"
20170130 081100,"1,25038","1,25063"
20170130 081200,"1,25042","1,25071"
20170130 081300,"1,25038","1,25074"
20170130 081400,"1,2507","1,25155"
20170130 081500,"1,25147","1,25149"
20170130 081600,"1,25079","1,25112"
20170130 081700,"1,25108","1,25111"
20170130 081800,"1,25103","1,25115"
20170130 081900,"1,25102","1,25112"
20170130 082000,"1,25082","1,25113"
20170130 082100,"1,25062","1,25069"
20170130 082200,"1,25058","1,25063"
20170130 082300,"1,25052","1,25094"
20170130 082400,"1,25092","1,25115"
20170130 082500,"1,25112","1,25125"
20170130 082600,"1,25109","1,2516"
20170130 082700,"1,25152","1,25153"
20170130 082800,"1,25151","1,25155"
20170130 082900,"1,2513","1,25199"
20170130 083000,"1,25194","1,25204"
20170130 083100,"1,25188","1,252"
20170130 083200,"1,2518","1,2518"
20170130 083300,"1,25175","1,25235"
20170130 083400,"1,25233","1,25246"
20170130 083500,"1,25238","1,2528"
20170130 083600,"1,25263","1,25305"
20170130 083700,"1,25262","1,25272"
20170130 083800,"1,25253","1,25265"
20170130 083900,"1,25261","1,25275"
20170130 084000,"1,2523","1,25253"
20170130 084100,"1,25234","1,25248"
20170130 084200,"1,25232","1,2525"
20170130 084300,"1,25249","1,25259"
20170130 084400,"1,25242","1,25261"
20170130 084500,"1,25242","1,25271"
20170130 084600,"1,25265","1,25273"
20170130 084700,"1,25272","1,25282"
20170130 084800,"1,25261","1,25264"
20170130 084900,"1,25272","1,25279"
20170130 085000,"1,25271","1,25274"
20170130 085100,"1,25272","1,25296"
20170130 085200,"1,25293","1,25307"
20170130 085300,"1,2525","1,25264"
20170130 085400,"1,25243","1,25261"
20170130 085500,"1,25253","1,25256"
20170130 085600,"1,25241","1,25253"
20170130 085700,"1,25253","1,25264"
20170130 085800,"1,25262","1,25264"
20170130 085900,"1,25251","1,25251"
20170130 090000,"1,25243","1,25262"
20170130 090100,"1,25255","1,25265"
20170130 090200,"1,25261","1,25325"
20170130 090300,"1,25313","1,25336"
20170130 090400,"1,25322","1,25332"
20170130 090500,"1,25324","1,25363"
20170130 090600,"1,25343","1,25349"
20170130 090700,"1,25322","1,25337"
20170130 090800,"1,25329","1,25329"
20170130 090900,"1,25297","1,25297"
20170130 091000,"1,25285","1,2529"
20170130 091100,"1,25286","1,25293"
20170130 091200,"1,25291","1,25291"
20170130 091300,"1,25293","1,25301"
20170130 091400,"1,25296","1,25301"
20170130 091500,"1,253","1,25301"
20170130 091600,"1,25297","1,253"
20170130 091700,"1,2527","1,25274"
20170130 091800,"1,25258","1,2526"
20170130 091900,"1,25255","1,25261"
20170130 092000,"1,25261","1,25278"
20170130 092100,"1,25273","1,25291"
20170130 092200,"1,25282","1,25286"
20170130 092300,"1,25277","1,2528"
20170130 092400,"1,25279","1,25279"
20170130 092500,"1,25263","1,25268"
20170130 092600,"1,2525","1,25261"
20170130 092700,"1,25242","1,25242"
20170130 092800,"1,25209","1,25229"
20170130 092900,"1,25219","1,2522"
20170130 093000,"1,25215","1,25234"
20170130 093100,"1,25231","1,25241"
20170130 093200,"1,25221","1,25242"
20170130 093300,"1,25229","1,25233"
20170130 093400,"1,25233","1,25262"
20170130 093500,"1,25252","1,25263"
20170130 093600,"1,25257","1,25257"
20170130 093700,"1,25143","1,2515"
20170130 093800,"1,25091","1,25133"
20170130 093900,"1,25131","1,25141"
20170130 094000,"1,25139","1,25152"
20170130 094100,"1,25131","1,25165"
20170130 094200,"1,25146","1,25158"
20170130 094300,"1,25152","1,25166"
20170130 094400,"1,25161","1,25194"
20170130 094500,"1,2518","1,2518"
20170130 094600,"1,25153","1,25168"
20170130 094700,"1,2516","1,2519"
20170130 094800,"1,25169","1,25179"
20170130 094900,"1,25164","1,25194"
20170130 095000,"1,2518","1,25204"
20170130 095100,"1,25172","1,25186"
20170130 095200,"1,25182","1,25187"
20170130 095300,"1,25174","1,25176"
20170130 095400,"1,25159","1,25184"
20170130 095500,"1,25175","1,25194"
20170130 095600,"1,25194","1,25235"
20170130 095700,"1,25236","1,25246"
20170130 095800,"1,25156","1,25163"
20170130 095900,"1,25138","1,25166"
20170130 100000,"1,25163","1,25163"
20170130 100100,"1,25102","1,25124"
20170130 100200,"1,25118","1,25124"
20170130 100300,"1,25093","1,25119"
20170130 100400,"1,25101","1,25113"
20170130 100500,"1,25102","1,25105"
20170130 100600,"1,25101","1,25101"
20170130 100700,"1,25087","1,25097"
20170130 100800,"1,25055","1,25055"
20170130 100900,"1,25028","1,25042"
20170130 101000,"1,25002","1,25013"
20170130 101100,"1,25003","1,25006"
20170130 101200,"1,24977","1,2499"
20170130 101300,"1,2498","1,25013"
20170130 101400,"1,24946","1,24953"
20170130 101500,"1,2494","1,24963"
20170130 101600,"1,24962","1,24972"
20170130 101700,"1,24934","1,24966"
20170130 101800,"1,24952","1,24973"
20170130 101900,"1,24975","1,25006"
20170130 102000,"1,24995","1,25003"
20170130 102100,"1,24969","1,25059"
20170130 102200,"1,25048","1,25049"
20170130 102300,"1,25026","1,25027"
20170130 102400,"1,25004","1,25055"
20170130 102500,"1,2505","1,25056"
20170130 102600,"1,25043","1,2505"
20170130 102700,"1,25046","1,25046"
20170130 102800,"1,25027","1,25063"
20170130 102900,"1,25062","1,25062"
20170130 103000,"1,25034","1,25051"
20170130 103100,"1,25028","1,25044"
20170130 103200,"1,25036","1,25072"
20170130 103300,"1,25064","1,25086"
20170130 103400,"1,25069","1,25073"
20170130 103500,"1,25053","1,25075"
20170130 103600,"1,25061","1,25083"
20170130 103700,"1,25071","1,251"
20170130 103800,"1,25076","1,25092"
20170130 103900,"1,25095","1,25125"
20170130 104000,"1,25123","1,25125"
20170130 104100,"1,25093","1,25117"
20170130 104200,"1,25114","1,25133"
20170130 104300,"1,2513","1,2517"
20170130 104400,"1,25166","1,25202"
20170130 104500,"1,25201","1,25243"
20170130 104600,"1,25216","1,25244"
20170130 104700,"1,25244","1,25244"
20170130 104800,"1,25234","1,25244"
20170130 104900,"1,25232","1,25254"
20170130 105000,"1,25253","1,25257"
20170130 105100,"1,25212","1,25213"
20170130 105200,"1,25178","1,25214"
20170130 105300,"1,25205","1,25205"
20170130 105400,"1,25175","1,25231"
20170130 105500,"1,25175","1,25199"
20170130 105600,"1,25182","1,25194"
20170130 105700,"1,2515","1,25155"
20170130 105800,"1,25131","1,25171"
20170130 105900,"1,25131","1,25151"
20170130 110000,"1,25154","1,25165"
20170130 110100,"1,25133","1,25177"
20170130 110200,"1,25111","1,25124"
20170130 110300,"1,2511","1,25142"
20170130 110400,"1,25138","1,25153"
20170130 110500,"1,25113","1,25132"
20170130 110600,"1,25118","1,25123"
20170130 110700,"1,25052","1,25067"
20170130 110800,"1,25055","1,25056"
20170130 110900,"1,25014","1,25038"
20170130 111000,"1,25033","1,25044"
20170130 111100,"1,25033","1,25053"
20170130 111200,"1,25049","1,25054"
20170130 111300,"1,25027","1,25053"
20170130 111400,"1,25043","1,25065"
20170130 111500,"1,2505","1,25066"
20170130 111600,"1,25056","1,25066"
20170130 111700,"1,25064","1,25065"
20170130 111800,"1,25052","1,25055"
20170130 111900,"1,25053","1,25058"
20170130 112000,"1,25051","1,25055"
20170130 112100,"1,25014","1,2503"
20170130 112200,"1,25025","1,2503"
20170130 112300,"1,25023","1,25064"
20170130 112400,"1,25064","1,25083"
20170130 112500,"1,25083","1,25084"
20170130 112600,"1,25066","1,25096"
20170130 112700,"1,25094","1,25126"
20170130 112800,"1,25124","1,25155"
20170130 112900,"1,25155","1,25168"
20170130 113000,"1,25139","1,25145"
20170130 113100,"1,25136","1,25149"
20170130 113200,"1,2513","1,25148"
20170130 113300,"1,25145","1,25145"
20170130 113400,"1,25117","1,25119"
20170130 113500,"1,25094","1,25096"
20170130 113600,"1,25088","1,25096"
20170130 113700,"1,25073","1,25075"
20170130 113800,"1,25071","1,25073"
20170130 113900,"1,25056","1,25064"
20170130 114000,"1,25063","1,25064"
20170130 114100,"1,25036","1,25042"
20170130 114200,"1,25024","1,25034"
20170130 114300,"1,25023","1,25024"
20170130 114400,"1,24981","1,24984"
20170130 114500,"1,2496","1,2496"
20170130 114600,"1,24936","1,24939"
20170130 114700,"1,24802","1,24838"
20170130 114800,"1,2484","1,2486"
20170130 114900,"1,24836","1,24852"
20170130 115000,"1,24836","1,24842"
20170130 115100,"1,24818","1,24858"
20170130 115200,"1,24854","1,24866"
20170130 115300,"1,24865","1,24898"
20170130 115400,"1,24885","1,24887"
20170130 115500,"1,24819","1,24843"
20170130 115600,"1,24833","1,24835"
20170130 115700,"1,24786","1,24806"
20170130 115800,"1,24784","1,24794"
20170130 115900,"1,24745","1,24753"
20170130 120000,"1,24743","1,24764"
20170130 120100,"1,24754","1,24805"
20170130 120200,"1,24805","1,24831"
20170130 120300,"1,24808","1,24815"
20170130 120400,"1,24799","1,24808"
20170130 120500,"1,24807","1,24813"
20170130 120600,"1,24749","1,24757"
20170130 120700,"1,24752","1,24758"
20170130 120800,"1,24756","1,24758"
20170130 120900,"1,24725","1,24743"
20170130 121000,"1,24738","1,24748"
20170130 121100,"1,24726","1,24753"
20170130 121200,"1,24734","1,24743"
20170130 121300,"1,24738","1,24743"
20170130 121400,"1,2473","1,24734"
20170130 121500,"1,2472","1,24726"
20170130 121600,"1,24701","1,24711"
20170130 121700,"1,24694","1,24711"
20170130 121800,"1,24703","1,24728"
20170130 121900,"1,24722","1,24776"
20170130 122000,"1,24763","1,24777"
20170130 122100,"1,24773","1,24782"
20170130 122200,"1,24774","1,24796"
20170130 122300,"1,24787","1,248"
20170130 122400,"1,24794","1,248"
20170130 122500,"1,24794","1,24796"
20170130 122600,"1,24774","1,24837"
20170130 122700,"1,24835","1,24846"
20170130 122800,"1,24842","1,24858"
20170130 122900,"1,24857","1,24871"
20170130 123000,"1,24844","1,24847"
20170130 123100,"1,24837","1,2486"
20170130 123200,"1,24858","1,24858"
20170130 123300,"1,24835","1,2484"
20170130 123400,"1,2484","1,24849"
20170130 123500,"1,24859","1,24878"
20170130 123600,"1,24866","1,24876"
20170130 123700,"1,24874","1,24877"
20170130 123800,"1,24856","1,24902"
20170130 123900,"1,24891","1,24925"
20170130 124000,"1,24918","1,24928"
20170130 124100,"1,24929","1,24934"
20170130 124200,"1,24913","1,24935"
20170130 124300,"1,24923","1,24926"
20170130 124400,"1,24907","1,24907"
20170130 124500,"1,24831","1,24855"
20170130 124600,"1,24854","1,2488"
20170130 124700,"1,24882","1,24894"
20170130 124800,"1,24866","1,24871"
20170130 124900,"1,24867","1,24889"
20170130 125000,"1,24876","1,24881"
20170130 125100,"1,24854","1,24868"
20170130 125200,"1,24844","1,24844"
20170130 125300,"1,24828","1,24863"
20170130 125400,"1,24846","1,24848"
20170130 125500,"1,24832","1,24857"
20170130 125600,"1,24833","1,24833"
20170130 125700,"1,24805","1,24814"
20170130 125800,"1,24811","1,24811"
20170130 125900,"1,24783","1,24797"
20170130 130000,"1,24792","1,24833"
20170130 130100,"1,24821","1,24855"
20170130 130200,"1,24835","1,24835"
20170130 130300,"1,24806","1,24825"
20170130 130400,"1,24814","1,24851"
20170130 130500,"1,24835","1,24866"
20170130 130600,"1,24852","1,24854"
20170130 130700,"1,24851","1,24852"
20170130 130800,"1,24831","1,24835"
20170130 130900,"1,24834","1,24835"
20170130 131000,"1,24834","1,24834"
20170130 131100,"1,24796","1,24808"
20170130 131200,"1,24808","1,24811"
20170130 131300,"1,24803","1,24833"
20170130 131400,"1,24833","1,24833"
20170130 131500,"1,2482","1,24836"
20170130 131600,"1,24804","1,24853"
20170130 131700,"1,24818","1,24818"
20170130 131800,"1,24786","1,2479"
20170130 131900,"1,24784","1,24794"
20170130 132000,"1,24782","1,24802"
20170130 132100,"1,24787","1,24789"
20170130 132200,"1,24789","1,24797"
20170130 132300,"1,24787","1,24791"
20170130 132400,"1,24771","1,24772"
20170130 132500,"1,24746","1,24751"
20170130 132600,"1,24713","1,24716"
20170130 132700,"1,24691","1,24691"
20170130 132800,"1,24687","1,24688"
20170130 132900,"1,24673","1,24703"
20170130 133000,"1,24699","1,24708"
20170130 133100,"1,247","1,24713"
20170130 133200,"1,24713","1,24713"
20170130 133300,"1,24697","1,24711"
20170130 133400,"1,24702","1,24714"
20170130 133500,"1,24712","1,24723"
20170130 133600,"1,24721","1,24723"
20170130 133700,"1,2472","1,24724"
20170130 133800,"1,24723","1,24734"
20170130 133900,"1,24721","1,24725"
20170130 134000,"1,24723","1,24723"
20170130 134100,"1,24723","1,24726"
20170130 134200,"1,24723","1,24734"
20170130 134300,"1,24724","1,24746"
20170130 134400,"1,24732","1,24738"
20170130 134500,"1,24738","1,24744"
20170130 134600,"1,24742","1,24755"
20170130 134700,"1,24739","1,24754"
20170130 134800,"1,24754","1,24754"
20170130 134900,"1,24707","1,24734"
20170130 135000,"1,24719","1,24729"
20170130 135100,"1,2473","1,24755"
20170130 135200,"1,24733","1,24733"
20170130 135300,"1,24727","1,24748"
20170130 135400,"1,24742","1,24754"
20170130 135500,"1,24736","1,24737"
20170130 135600,"1,24734","1,24737"
20170130 135700,"1,24737","1,24767"
20170130 135800,"1,24766","1,24788"
20170130 135900,"1,24789","1,2479"
20170130 140000,"1,24723","1,24764"
20170130 140100,"1,24763","1,24768"
20170130 140200,"1,24765","1,24774"
20170130 140300,"1,24763","1,2477"
20170130 140400,"1,24765","1,24771"
20170130 140500,"1,2477","1,24788"
20170130 140600,"1,24786","1,24806"
20170130 140700,"1,24807","1,24807"
20170130 140800,"1,24786","1,24792"
20170130 140900,"1,2479","1,2479"
20170130 141000,"1,24784","1,24792"
20170130 141100,"1,24786","1,24792"
20170130 141200,"1,24789","1,24793"
20170130 141300,"1,24784","1,24786"
20170130 141400,"1,24774","1,24784"
20170130 141500,"1,24779","1,24779"
20170130 141600,"1,24765","1,24775"
20170130 141700,"1,24767","1,24794"
20170130 141800,"1,24787","1,24789"
20170130 141900,"1,24787","1,24789"
20170130 142000,"1,24783","1,24783"
20170130 142100,"1,24778","1,24782"
20170130 142200,"1,24779","1,2479"
20170130 142300,"1,24786","1,24789"
20170130 142400,"1,2478","1,24784"
20170130 142500,"1,24785","1,24791"
20170130 142600,"1,24791","1,24795"
20170130 142700,"1,24785","1,24788"
20170130 142800,"1,24779","1,24779"
20170130 142900,"1,24764","1,24766"
20170130 143000,"1,24761","1,24773"
20170130 143100,"1,24756","1,24767"
20170130 143200,"1,24765","1,24767"
20170130 143300,"1,24754","1,24766"
20170130 143400,"1,24764","1,24767"
20170130 143500,"1,24757","1,24771"
20170130 143600,"1,2477","1,24797"
20170130 143700,"1,24794","1,24798"
20170130 143800,"1,24793","1,24793"
20170130 143900,"1,2478","1,24789"
20170130 144000,"1,24786","1,24786"
20170130 144100,"1,24765","1,24772"
20170130 144200,"1,24767","1,24791"
20170130 144300,"1,24771","1,24785"
20170130 144400,"1,24787","1,24802"
20170130 144500,"1,24788","1,24794"
20170130 144600,"1,24791","1,24809"
20170130 144700,"1,24793","1,24814"
20170130 144800,"1,24804","1,24805"
20170130 144900,"1,24796","1,24802"
20170130 145000,"1,24784","1,24784"
20170130 145100,"1,24769","1,24783"
20170130 145200,"1,24758","1,24803"
20170130 145300,"1,24802","1,24804"
20170130 145400,"1,24784","1,24797"
20170130 145500,"1,24795","1,24805"
20170130 145600,"1,24802","1,2481"
20170130 145700,"1,24802","1,24832"
20170130 145800,"1,24824","1,24829"
20170130 145900,"1,24814","1,24849"
20170130 150000,"1,2484","1,2484"
20170130 150100,"1,24819","1,24828"
20170130 150200,"1,24813","1,24823"
20170130 150300,"1,24823","1,24833"
20170130 150400,"1,24824","1,24846"
20170130 150500,"1,24825","1,24827"
20170130 150600,"1,24825","1,24841"
20170130 150700,"1,24833","1,24833"
20170130 150800,"1,24827","1,24828"
20170130 150900,"1,2483","1,24834"
20170130 151000,"1,24826","1,24832"
20170130 151100,"1,24825","1,24827"
20170130 151200,"1,24815","1,24815"
20170130 151300,"1,24801","1,24805"
20170130 151400,"1,24803","1,2481"
20170130 151500,"1,24808","1,24819"
20170130 151600,"1,24819","1,24839"
20170130 151700,"1,24837","1,24848"
20170130 151800,"1,24835","1,24845"
20170130 151900,"1,24844","1,24848"
20170130 152000,"1,24848","1,24852"
20170130 152100,"1,2485","1,24854"
20170130 152200,"1,24846","1,24857"
20170130 152300,"1,24857","1,24859"
